Time(in sec),N = 1,N = 3,N = 5,N = 7,N = 10,N = 15,N = 20,N = 30,N = 40,N = 50,,N = 0,N = 3 ,N = 5,N = 7 ,N = 10,N = 15 ,N = 20 ,N = 30,N = 40,N = 50
0,0.115916,0,0,0,0,0,0,0,0,0,,Baseline,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE
0.066667,0.111625,0,0,0,0,0,0,0,0,0,,Error = 0,0.00877646432512,0.014375063693483,0.020318545364895,0.029596828228709,0.040636751933008,0.057688228539015,0.072991954034619,0.092774625136868,0.119854723318442
0.133333,0.111437,0.111437,0,0,0,0,0,0,0,0,,,,,,,,,,,
0.2,0.111527,0.111437,0,0,0,0,0,0,0,0,,,,,,,,,,,
0.266667,0.111304,0.111437,0.111304,0,0,0,0,0,0,0,,,,,,,,,,,
0.333333,0.112088,0.112088,0.111304,0,0,0,0,0,0,0,,,,,,,,,,,
0.4,0.112029,0.112088,0.111304,0.112029,0,0,0,0,0,0,,,,,,,,,,,
0.466667,0.112875,0.112088,0.111304,0.112029,0,0,0,0,0,0,,,,,,,,,,,
0.533333,0.1117,0.1117,0.111304,0.112029,0,0,0,0,0,0,,,,,,,,,,,
0.6,0.108729,0.1117,0.108729,0.112029,0.108729,0,0,0,0,0,,,,,,,,,,,
0.666667,0.107299,0.1117,0.108729,0.112029,0.108729,0,0,0,0,0,,,,,,,,,,,
0.733333,0.107178,0.107178,0.108729,0.112029,0.108729,0,0,0,0,0,,,,,,,,,,,
0.8,0.107326,0.107178,0.108729,0.112029,0.108729,0,0,0,0,0,,,,,,,,,,,
0.866667,0.109592,0.107178,0.108729,0.109592,0.108729,0,0,0,0,0,,,,,,,,,,,
0.933333,0.110548,0.110548,0.110548,0.109592,0.108729,0.110548,0,0,0,0,,,,,,,,,,,
1,0.112397,0.110548,0.110548,0.109592,0.108729,0.110548,0,0,0,0,,,,,,,,,,,
1.066667,0.113957,0.110548,0.110548,0.109592,0.108729,0.110548,0,0,0,0,,,,,,,,,,,
1.133333,0.114651,0.114651,0.110548,0.109592,0.108729,0.110548,0,0,0,0,,,,,,,,,,,
1.2,0.115501,0.114651,0.110548,0.109592,0.108729,0.110548,0,0,0,0,,,,,,,,,,,
1.266667,0.11755,0.114651,0.11755,0.109592,0.11755,0.110548,0.11755,0,0,0,,,,,,,,,,,
1.333333,0.117253,0.117253,0.11755,0.117253,0.11755,0.110548,0.11755,0,0,0,,,,,,,,,,,
1.4,0.11835,0.117253,0.11755,0.117253,0.11755,0.110548,0.11755,0,0,0,,,,,,,,,,,
1.466667,0.119428,0.117253,0.11755,0.117253,0.11755,0.110548,0.11755,0,0,0,,,,,,,,,,,
1.533333,0.12047,0.12047,0.11755,0.117253,0.11755,0.110548,0.11755,0,0,0,,,,,,,,,,,
1.6,0.123029,0.12047,0.123029,0.117253,0.11755,0.110548,0.11755,0,0,0,,,,,,,,,,,
1.666667,0.12605,0.12047,0.123029,0.117253,0.11755,0.110548,0.11755,0,0,0,,,,,,,,,,,
1.733333,0.127151,0.127151,0.123029,0.117253,0.11755,0.110548,0.11755,0,0,0,,,,,,,,,,,
1.8,0.129514,0.127151,0.123029,0.129514,0.11755,0.110548,0.11755,0,0,0,,,,,,,,,,,
1.866667,0.132935,0.127151,0.123029,0.129514,0.11755,0.110548,0.11755,0,0,0,,,,,,,,,,,
1.933333,0.132892,0.132892,0.132892,0.129514,0.132892,0.132892,0.11755,0.132892,0,0,,,,,,,,,,,
2,0.133445,0.132892,0.132892,0.129514,0.132892,0.132892,0.11755,0.132892,0,0,,,,,,,,,,,
2.066667,0.135044,0.132892,0.132892,0.129514,0.132892,0.132892,0.11755,0.132892,0,0,,,,,,,,,,,
2.133333,0.135067,0.135067,0.132892,0.129514,0.132892,0.132892,0.11755,0.132892,0,0,,,,,,,,,,,
2.2,0.13591,0.135067,0.132892,0.129514,0.132892,0.132892,0.11755,0.132892,0,0,,,,,,,,,,,
2.266667,0.136572,0.135067,0.136572,0.136572,0.132892,0.132892,0.11755,0.132892,0,0,,,,,,,,,,,
2.333333,0.137078,0.137078,0.136572,0.136572,0.132892,0.132892,0.11755,0.132892,0,0,,,,,,,,,,,
2.4,0.13756,0.137078,0.136572,0.136572,0.132892,0.132892,0.11755,0.132892,0,0,,,,,,,,,,,
2.466667,0.139409,0.137078,0.136572,0.136572,0.132892,0.132892,0.11755,0.132892,0,0,,,,,,,,,,,
2.533333,0.140757,0.140757,0.136572,0.136572,0.132892,0.132892,0.11755,0.132892,0,0,,,,,,,,,,,
2.6,0.142121,0.140757,0.142121,0.136572,0.142121,0.132892,0.142121,0.132892,0.142121,0,,,,,,,,,,,
2.666667,0.144116,0.140757,0.142121,0.136572,0.142121,0.132892,0.142121,0.132892,0.142121,0,,,,,,,,,,,
2.733333,0.145374,0.145374,0.142121,0.145374,0.142121,0.132892,0.142121,0.132892,0.142121,0,,,,,,,,,,,
2.8,0.146796,0.145374,0.142121,0.145374,0.142121,0.132892,0.142121,0.132892,0.142121,0,,,,,,,,,,,
2.866667,0.146988,0.145374,0.142121,0.145374,0.142121,0.132892,0.142121,0.132892,0.142121,0,,,,,,,,,,,
2.933333,0.149265,0.149265,0.149265,0.145374,0.142121,0.149265,0.142121,0.132892,0.142121,0,,,,,,,,,,,
3,0.148971,0.149265,0.149265,0.145374,0.142121,0.149265,0.142121,0.132892,0.142121,0,,,,,,,,,,,
3.066667,0.148896,0.149265,0.149265,0.145374,0.142121,0.149265,0.142121,0.132892,0.142121,0,,,,,,,,,,,
3.133333,0.148677,0.148677,0.149265,0.145374,0.142121,0.149265,0.142121,0.132892,0.142121,0,,,,,,,,,,,
3.2,0.14807,0.148677,0.149265,0.14807,0.142121,0.149265,0.142121,0.132892,0.142121,0,,,,,,,,,,,
3.266667,0.14778,0.148677,0.14778,0.14807,0.14778,0.149265,0.142121,0.132892,0.142121,0.14778,,,,,,,,,,,
3.333333,0.148896,0.148896,0.14778,0.14807,0.14778,0.149265,0.142121,0.132892,0.142121,0.14778,,,,,,,,,,,
3.4,0.150131,0.148896,0.14778,0.14807,0.14778,0.149265,0.142121,0.132892,0.142121,0.14778,,,,,,,,,,,
3.466667,0.152306,0.148896,0.14778,0.14807,0.14778,0.149265,0.142121,0.132892,0.142121,0.14778,,,,,,,,,,,
3.533333,0.153509,0.153509,0.14778,0.14807,0.14778,0.149265,0.142121,0.132892,0.142121,0.14778,,,,,,,,,,,
3.6,0.1553,0.153509,0.1553,0.14807,0.14778,0.149265,0.142121,0.132892,0.142121,0.14778,,,,,,,,,,,
3.666667,0.157541,0.153509,0.1553,0.157541,0.14778,0.149265,0.142121,0.132892,0.142121,0.14778,,,,,,,,,,,
3.733333,0.158211,0.158211,0.1553,0.157541,0.14778,0.149265,0.142121,0.132892,0.142121,0.14778,,,,,,,,,,,
3.8,0.159994,0.158211,0.1553,0.157541,0.14778,0.149265,0.142121,0.132892,0.142121,0.14778,,,,,,,,,,,
3.866667,0.161723,0.158211,0.1553,0.157541,0.14778,0.149265,0.142121,0.132892,0.142121,0.14778,,,,,,,,,,,
3.933333,0.162416,0.162416,0.162416,0.157541,0.162416,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4,0.162812,0.162416,0.162416,0.157541,0.162416,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.066667,0.161401,0.162416,0.162416,0.157541,0.162416,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.133333,0.160218,0.160218,0.162416,0.160218,0.162416,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.2,0.159042,0.160218,0.162416,0.160218,0.162416,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.266667,0.157208,0.160218,0.157208,0.160218,0.162416,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.333333,0.156965,0.156965,0.157208,0.160218,0.162416,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.4,0.155966,0.156965,0.157208,0.160218,0.162416,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.466667,0.15463,0.156965,0.157208,0.160218,0.162416,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.533333,0.154336,0.154336,0.157208,0.160218,0.162416,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.6,0.153744,0.154336,0.153744,0.153744,0.153744,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.666667,0.153278,0.154336,0.153744,0.153744,0.153744,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.733333,0.154085,0.154085,0.153744,0.153744,0.153744,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.8,0.155844,0.154085,0.153744,0.153744,0.153744,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.866667,0.1574,0.154085,0.153744,0.153744,0.153744,0.162416,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
4.933333,0.157917,0.157917,0.157917,0.153744,0.153744,0.157917,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
5,0.159959,0.157917,0.157917,0.153744,0.153744,0.157917,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
5.066667,0.161099,0.157917,0.157917,0.161099,0.153744,0.157917,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
5.133333,0.162604,0.162604,0.157917,0.161099,0.153744,0.157917,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
5.2,0.165242,0.162604,0.157917,0.161099,0.153744,0.157917,0.162416,0.162416,0.142121,0.14778,,,,,,,,,,,
5.266667,0.169133,0.162604,0.169133,0.161099,0.169133,0.157917,0.169133,0.162416,0.169133,0.14778,,,,,,,,,,,
5.333333,0.170798,0.170798,0.169133,0.161099,0.169133,0.157917,0.169133,0.162416,0.169133,0.14778,,,,,,,,,,,
5.4,0.17313,0.170798,0.169133,0.161099,0.169133,0.157917,0.169133,0.162416,0.169133,0.14778,,,,,,,,,,,
5.466667,0.177401,0.170798,0.169133,0.161099,0.169133,0.157917,0.169133,0.162416,0.169133,0.14778,,,,,,,,,,,
5.533333,0.180615,0.180615,0.169133,0.180615,0.169133,0.157917,0.169133,0.162416,0.169133,0.14778,,,,,,,,,,,
5.6,0.187723,0.180615,0.187723,0.180615,0.169133,0.157917,0.169133,0.162416,0.169133,0.14778,,,,,,,,,,,
5.666667,0.194707,0.180615,0.187723,0.180615,0.169133,0.157917,0.169133,0.162416,0.169133,0.14778,,,,,,,,,,,
5.733333,0.19886,0.19886,0.187723,0.180615,0.169133,0.157917,0.169133,0.162416,0.169133,0.14778,,,,,,,,,,,
5.8,0.206706,0.19886,0.187723,0.180615,0.169133,0.157917,0.169133,0.162416,0.169133,0.14778,,,,,,,,,,,
5.866667,0.214234,0.19886,0.187723,0.180615,0.169133,0.157917,0.169133,0.162416,0.169133,0.14778,,,,,,,,,,,
5.933333,0.217749,0.217749,0.217749,0.180615,0.217749,0.217749,0.169133,0.217749,0.169133,0.14778,,,,,,,,,,,
6,0.226068,0.217749,0.217749,0.226068,0.217749,0.217749,0.169133,0.217749,0.169133,0.14778,,,,,,,,,,,
6.066667,0.231292,0.217749,0.217749,0.226068,0.217749,0.217749,0.169133,0.217749,0.169133,0.14778,,,,,,,,,,,
6.133333,0.233408,0.233408,0.217749,0.226068,0.217749,0.217749,0.169133,0.217749,0.169133,0.14778,,,,,,,,,,,
6.2,0.237303,0.233408,0.217749,0.226068,0.217749,0.217749,0.169133,0.217749,0.169133,0.14778,,,,,,,,,,,
6.266667,0.242398,0.233408,0.242398,0.226068,0.217749,0.217749,0.169133,0.217749,0.169133,0.14778,,,,,,,,,,,
6.333333,0.244232,0.244232,0.242398,0.226068,0.217749,0.217749,0.169133,0.217749,0.169133,0.14778,,,,,,,,,,,
6.4,0.24828,0.244232,0.242398,0.226068,0.217749,0.217749,0.169133,0.217749,0.169133,0.14778,,,,,,,,,,,
6.466667,0.25181,0.244232,0.242398,0.25181,0.217749,0.217749,0.169133,0.217749,0.169133,0.14778,,,,,,,,,,,
6.533333,0.253668,0.253668,0.242398,0.25181,0.217749,0.217749,0.169133,0.217749,0.169133,0.14778,,,,,,,,,,,
6.6,0.255964,0.253668,0.255964,0.25181,0.255964,0.217749,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
6.666667,0.257461,0.253668,0.255964,0.25181,0.255964,0.217749,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
6.733333,0.257105,0.257105,0.255964,0.25181,0.255964,0.217749,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
6.8,0.2558,0.257105,0.255964,0.25181,0.255964,0.217749,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
6.866667,0.253354,0.257105,0.255964,0.25181,0.255964,0.217749,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
6.933333,0.253194,0.253194,0.253194,0.253194,0.255964,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7,0.249926,0.253194,0.253194,0.253194,0.255964,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.066667,0.250106,0.253194,0.253194,0.253194,0.255964,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.133333,0.24886,0.24886,0.253194,0.253194,0.255964,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.2,0.24683,0.24886,0.253194,0.253194,0.255964,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.266667,0.24596,0.24886,0.24596,0.253194,0.24596,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.333333,0.247104,0.247104,0.24596,0.253194,0.24596,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.4,0.245842,0.247104,0.24596,0.245842,0.24596,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.466667,0.246465,0.247104,0.24596,0.245842,0.24596,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.533333,0.247069,0.247069,0.24596,0.245842,0.24596,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.6,0.24844,0.247069,0.24844,0.245842,0.24596,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.666667,0.2494,0.247069,0.24844,0.245842,0.24596,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.733333,0.24942,0.24942,0.24844,0.245842,0.24596,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.8,0.249302,0.24942,0.24844,0.245842,0.24596,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.866667,0.248248,0.24942,0.24844,0.248248,0.24596,0.253194,0.255964,0.217749,0.169133,0.255964,,,,,,,,,,,
7.933333,0.246744,0.246744,0.246744,0.248248,0.246744,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8,0.247018,0.246744,0.246744,0.248248,0.246744,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.066667,0.246324,0.246744,0.246744,0.248248,0.246744,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.133333,0.247245,0.247245,0.246744,0.248248,0.246744,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.2,0.248429,0.247245,0.246744,0.248248,0.246744,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.266667,0.24853,0.247245,0.24853,0.248248,0.246744,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.333333,0.248942,0.248942,0.24853,0.248942,0.246744,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.4,0.2506,0.248942,0.24853,0.248942,0.246744,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.466667,0.254389,0.248942,0.24853,0.248942,0.246744,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.533333,0.256497,0.256497,0.24853,0.248942,0.246744,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.6,0.258417,0.256497,0.258417,0.248942,0.258417,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.666667,0.262034,0.256497,0.258417,0.248942,0.258417,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.733333,0.262995,0.262995,0.258417,0.248942,0.258417,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.8,0.263935,0.262995,0.258417,0.263935,0.258417,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.866667,0.264974,0.262995,0.258417,0.263935,0.258417,0.246744,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
8.933333,0.265902,0.265902,0.265902,0.263935,0.258417,0.265902,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
9,0.265804,0.265902,0.265902,0.263935,0.258417,0.265902,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
9.066667,0.266388,0.265902,0.265902,0.263935,0.258417,0.265902,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
9.133333,0.26754,0.26754,0.265902,0.263935,0.258417,0.265902,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
9.2,0.26796,0.26754,0.265902,0.263935,0.258417,0.265902,0.246744,0.246744,0.246744,0.255964,,,,,,,,,,,
9.266667,0.269123,0.26754,0.269123,0.269123,0.269123,0.265902,0.269123,0.246744,0.246744,0.255964,,,,,,,,,,,
9.333333,0.269856,0.269856,0.269123,0.269123,0.269123,0.265902,0.269123,0.246744,0.246744,0.255964,,,,,,,,,,,
9.4,0.267873,0.269856,0.269123,0.269123,0.269123,0.265902,0.269123,0.246744,0.246744,0.255964,,,,,,,,,,,
9.466667,0.267975,0.269856,0.269123,0.269123,0.269123,0.265902,0.269123,0.246744,0.246744,0.255964,,,,,,,,,,,
9.533333,0.266608,0.266608,0.269123,0.269123,0.269123,0.265902,0.269123,0.246744,0.246744,0.255964,,,,,,,,,,,
9.6,0.264801,0.266608,0.264801,0.269123,0.269123,0.265902,0.269123,0.246744,0.246744,0.255964,,,,,,,,,,,
9.666667,0.263978,0.266608,0.264801,0.269123,0.269123,0.265902,0.269123,0.246744,0.246744,0.255964,,,,,,,,,,,
9.733333,0.263951,0.263951,0.264801,0.263951,0.269123,0.265902,0.269123,0.246744,0.246744,0.255964,,,,,,,,,,,
9.8,0.261631,0.263951,0.264801,0.263951,0.269123,0.265902,0.269123,0.246744,0.246744,0.255964,,,,,,,,,,,
9.866667,0.260549,0.263951,0.264801,0.263951,0.269123,0.265902,0.269123,0.246744,0.246744,0.255964,,,,,,,,,,,
9.933333,0.260275,0.260275,0.260275,0.263951,0.260275,0.260275,0.269123,0.260275,0.246744,0.260275,,,,,,,,,,,
10,0.258805,0.260275,0.260275,0.263951,0.260275,0.260275,0.269123,0.260275,0.246744,0.260275,,,,,,,,,,,
10.066667,0.257352,0.260275,0.260275,0.263951,0.260275,0.260275,0.269123,0.260275,0.246744,0.260275,,,,,,,,,,,
10.133333,0.257661,0.257661,0.260275,0.263951,0.260275,0.260275,0.269123,0.260275,0.246744,0.260275,,,,,,,,,,,
10.2,0.256866,0.257661,0.260275,0.256866,0.260275,0.260275,0.269123,0.260275,0.246744,0.260275,,,,,,,,,,,
10.266667,0.255921,0.257661,0.255921,0.256866,0.260275,0.260275,0.269123,0.260275,0.246744,0.260275,,,,,,,,,,,
10.333333,0.255004,0.255004,0.255921,0.256866,0.260275,0.260275,0.269123,0.260275,0.246744,0.260275,,,,,,,,,,,
10.4,0.254185,0.255004,0.255921,0.256866,0.260275,0.260275,0.269123,0.260275,0.246744,0.260275,,,,,,,,,,,
10.466667,0.252806,0.255004,0.255921,0.256866,0.260275,0.260275,0.269123,0.260275,0.246744,0.260275,,,,,,,,,,,
10.533333,0.252402,0.252402,0.255921,0.256866,0.260275,0.260275,0.269123,0.260275,0.246744,0.260275,,,,,,,,,,,
10.6,0.251583,0.252402,0.251583,0.256866,0.251583,0.260275,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
10.666667,0.25067,0.252402,0.251583,0.25067,0.251583,0.260275,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
10.733333,0.250106,0.250106,0.251583,0.25067,0.251583,0.260275,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
10.8,0.248958,0.250106,0.251583,0.25067,0.251583,0.260275,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
10.866667,0.247606,0.250106,0.251583,0.25067,0.251583,0.260275,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
10.933333,0.247461,0.247461,0.247461,0.25067,0.251583,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11,0.24699,0.247461,0.247461,0.25067,0.251583,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.066667,0.247182,0.247461,0.247461,0.25067,0.251583,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.133333,0.247958,0.247958,0.247461,0.247958,0.251583,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.2,0.247112,0.247958,0.247461,0.247958,0.251583,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.266667,0.248299,0.247958,0.248299,0.247958,0.248299,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.333333,0.24788,0.24788,0.248299,0.247958,0.248299,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.4,0.246986,0.24788,0.248299,0.247958,0.248299,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.466667,0.245439,0.24788,0.248299,0.247958,0.248299,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.533333,0.245,0.245,0.248299,0.247958,0.248299,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.6,0.24449,0.245,0.24449,0.24449,0.248299,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.666667,0.243949,0.245,0.24449,0.24449,0.248299,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.733333,0.243722,0.243722,0.24449,0.24449,0.248299,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.8,0.243413,0.243722,0.24449,0.24449,0.248299,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.866667,0.243228,0.243722,0.24449,0.24449,0.248299,0.247461,0.251583,0.260275,0.251583,0.260275,,,,,,,,,,,
11.933333,0.243624,0.243624,0.243624,0.24449,0.243624,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12,0.244228,0.243624,0.243624,0.24449,0.243624,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.066667,0.243612,0.243624,0.243624,0.243612,0.243624,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.133333,0.243338,0.243338,0.243624,0.243612,0.243624,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.2,0.242801,0.243338,0.243624,0.243612,0.243624,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.266667,0.242292,0.243338,0.242292,0.243612,0.243624,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.333333,0.241794,0.241794,0.242292,0.243612,0.243624,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.4,0.240956,0.241794,0.242292,0.243612,0.243624,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.466667,0.240238,0.241794,0.242292,0.243612,0.243624,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.533333,0.240156,0.240156,0.242292,0.240156,0.243624,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.6,0.240313,0.240156,0.240313,0.240156,0.240313,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.666667,0.240411,0.240156,0.240313,0.240156,0.240313,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.733333,0.239784,0.239784,0.240313,0.240156,0.240313,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.8,0.238945,0.239784,0.240313,0.240156,0.240313,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.866667,0.238757,0.239784,0.240313,0.240156,0.240313,0.243624,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
12.933333,0.238404,0.238404,0.238404,0.240156,0.240313,0.238404,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
13,0.238091,0.238404,0.238404,0.238091,0.240313,0.238404,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
13.066667,0.238577,0.238404,0.238404,0.238091,0.240313,0.238404,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
13.133333,0.23842,0.23842,0.238404,0.238091,0.240313,0.238404,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
13.2,0.238146,0.23842,0.238404,0.238091,0.240313,0.238404,0.243624,0.243624,0.251583,0.260275,,,,,,,,,,,
13.266667,0.238126,0.23842,0.238126,0.238091,0.238126,0.238404,0.238126,0.243624,0.238126,0.238126,,,,,,,,,,,
13.333333,0.23813,0.23813,0.238126,0.238091,0.238126,0.238404,0.238126,0.243624,0.238126,0.238126,,,,,,,,,,,
13.4,0.237942,0.23813,0.238126,0.238091,0.238126,0.238404,0.238126,0.243624,0.238126,0.238126,,,,,,,,,,,
13.466667,0.237981,0.23813,0.238126,0.237981,0.238126,0.238404,0.238126,0.243624,0.238126,0.238126,,,,,,,,,,,
13.533333,0.238087,0.238087,0.238126,0.237981,0.238126,0.238404,0.238126,0.243624,0.238126,0.238126,,,,,,,,,,,
13.6,0.238005,0.238087,0.238005,0.237981,0.238126,0.238404,0.238126,0.243624,0.238126,0.238126,,,,,,,,,,,
13.666667,0.237746,0.238087,0.238005,0.237981,0.238126,0.238404,0.238126,0.243624,0.238126,0.238126,,,,,,,,,,,
13.733333,0.237409,0.237409,0.238005,0.237981,0.238126,0.238404,0.238126,0.243624,0.238126,0.238126,,,,,,,,,,,
13.8,0.237327,0.237409,0.238005,0.237981,0.238126,0.238404,0.238126,0.243624,0.238126,0.238126,,,,,,,,,,,
13.866667,0.237531,0.237409,0.238005,0.237981,0.238126,0.238404,0.238126,0.243624,0.238126,0.238126,,,,,,,,,,,
13.933333,0.237413,0.237413,0.237413,0.237413,0.237413,0.237413,0.238126,0.237413,0.238126,0.238126,,,,,,,,,,,
14,0.237809,0.237413,0.237413,0.237413,0.237413,0.237413,0.238126,0.237413,0.238126,0.238126,,,,,,,,,,,
14.066667,0.237711,0.237413,0.237413,0.237413,0.237413,0.237413,0.238126,0.237413,0.238126,0.238126,,,,,,,,,,,
14.133333,0.237836,0.237836,0.237413,0.237413,0.237413,0.237413,0.238126,0.237413,0.238126,0.238126,,,,,,,,,,,
14.2,0.237221,0.237836,0.237413,0.237413,0.237413,0.237413,0.238126,0.237413,0.238126,0.238126,,,,,,,,,,,
14.266667,0.237154,0.237836,0.237154,0.237413,0.237413,0.237413,0.238126,0.237413,0.238126,0.238126,,,,,,,,,,,
14.333333,0.237068,0.237068,0.237154,0.237413,0.237413,0.237413,0.238126,0.237413,0.238126,0.238126,,,,,,,,,,,
14.4,0.236504,0.237068,0.237154,0.236504,0.237413,0.237413,0.238126,0.237413,0.238126,0.238126,,,,,,,,,,,
14.466667,0.236437,0.237068,0.237154,0.236504,0.237413,0.237413,0.238126,0.237413,0.238126,0.238126,,,,,,,,,,,
