Time(in sec),N = 1,N = 3,N = 5,N = 7,N = 10,N = 15,N = 20,N = 30,N = 40,N = 50,,N = 0,N = 3 ,N = 5,N = 7 ,N = 10,N = 15 ,N = 20 ,N = 30,N = 40,N = 50
192.933333,0.18527,0.18527,0.18527,0.187719,0.187343,0.18527,0.175121,0.175121,0.175121,0.172601,,,,,,,,,,,
193,0.185552,0.18527,0.18527,0.187719,0.187343,0.18527,0.175121,0.175121,0.175121,0.172601,,,,,,,,,,,
193.066667,0.18576,0.18527,0.18527,0.187719,0.187343,0.18527,0.175121,0.175121,0.175121,0.172601,,,,,,,,,,,
193.133333,0.185972,0.185972,0.18527,0.185972,0.187343,0.18527,0.175121,0.175121,0.175121,0.172601,,,,,,,,,,,
193.2,0.185768,0.185972,0.18527,0.185972,0.187343,0.18527,0.175121,0.175121,0.175121,0.172601,,,,,,,,,,,
193.266667,0.186462,0.185972,0.186462,0.185972,0.186462,0.18527,0.186462,0.175121,0.175121,0.186462,,,,,,,,,,,
193.333333,0.185635,0.185635,0.186462,0.185972,0.186462,0.18527,0.186462,0.175121,0.175121,0.186462,,,,,,,,,,,
193.4,0.186293,0.185635,0.186462,0.185972,0.186462,0.18527,0.186462,0.175121,0.175121,0.186462,,,,,,,,,,,
193.466667,0.186418,0.185635,0.186462,0.185972,0.186462,0.18527,0.186462,0.175121,0.175121,0.186462,,,,,,,,,,,
193.533333,0.186195,0.186195,0.186462,0.185972,0.186462,0.18527,0.186462,0.175121,0.175121,0.186462,,,,,,,,,,,
193.6,0.186105,0.186195,0.186105,0.186105,0.186462,0.18527,0.186462,0.175121,0.175121,0.186462,,,,,,,,,,,
193.666667,0.186293,0.186195,0.186105,0.186105,0.186462,0.18527,0.186462,0.175121,0.175121,0.186462,,,,,,,,,,,
193.733333,0.187038,0.187038,0.186105,0.186105,0.186462,0.18527,0.186462,0.175121,0.175121,0.186462,,,,,,,,,,,
193.8,0.187806,0.187038,0.186105,0.186105,0.186462,0.18527,0.186462,0.175121,0.175121,0.186462,,,,,,,,,,,
193.866667,0.187861,0.187038,0.186105,0.186105,0.186462,0.18527,0.186462,0.175121,0.175121,0.186462,,,,,,,,,,,
193.933333,0.187798,0.187798,0.187798,0.186105,0.187798,0.187798,0.186462,0.187798,0.175121,0.186462,,,,,,,,,,,
194,0.188296,0.187798,0.187798,0.186105,0.187798,0.187798,0.186462,0.187798,0.175121,0.186462,,,,,,,,,,,
194.066667,0.188154,0.187798,0.187798,0.188154,0.187798,0.187798,0.186462,0.187798,0.175121,0.186462,,,,,,,,,,,
194.133333,0.187825,0.187825,0.187798,0.188154,0.187798,0.187798,0.186462,0.187798,0.175121,0.186462,,,,,,,,,,,
194.2,0.187578,0.187825,0.187798,0.188154,0.187798,0.187798,0.186462,0.187798,0.175121,0.186462,,,,,,,,,,,
194.266667,0.18768,0.187825,0.18768,0.188154,0.187798,0.187798,0.186462,0.187798,0.175121,0.186462,,,,,,,,,,,
194.333333,0.187398,0.187398,0.18768,0.188154,0.187798,0.187798,0.186462,0.187798,0.175121,0.186462,,,,,,,,,,,
194.4,0.187136,0.187398,0.18768,0.188154,0.187798,0.187798,0.186462,0.187798,0.175121,0.186462,,,,,,,,,,,
194.466667,0.18674,0.187398,0.18768,0.188154,0.187798,0.187798,0.186462,0.187798,0.175121,0.186462,,,,,,,,,,,
194.533333,0.185635,0.185635,0.18768,0.185635,0.187798,0.187798,0.186462,0.187798,0.175121,0.186462,,,,,,,,,,,
194.6,0.185815,0.185635,0.185815,0.185635,0.185815,0.187798,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
194.666667,0.185807,0.185635,0.185815,0.185635,0.185815,0.187798,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
194.733333,0.186168,0.186168,0.185815,0.185635,0.185815,0.187798,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
194.8,0.186834,0.186168,0.185815,0.185635,0.185815,0.187798,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
194.866667,0.187281,0.186168,0.185815,0.185635,0.185815,0.187798,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
194.933333,0.187743,0.187743,0.187743,0.185635,0.185815,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195,0.187136,0.187743,0.187743,0.187136,0.185815,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.066667,0.186524,0.187743,0.187743,0.187136,0.185815,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.133333,0.186642,0.186642,0.187743,0.187136,0.185815,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.2,0.187504,0.186642,0.187743,0.187136,0.185815,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.266667,0.188162,0.186642,0.188162,0.187136,0.188162,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.333333,0.190545,0.190545,0.188162,0.187136,0.188162,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.4,0.192065,0.190545,0.188162,0.187136,0.188162,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.466667,0.192673,0.190545,0.188162,0.192673,0.188162,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.533333,0.19397,0.19397,0.188162,0.192673,0.188162,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.6,0.193942,0.19397,0.193942,0.192673,0.188162,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.666667,0.196423,0.19397,0.193942,0.192673,0.188162,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.733333,0.195882,0.195882,0.193942,0.192673,0.188162,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.8,0.196337,0.195882,0.193942,0.192673,0.188162,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.866667,0.196419,0.195882,0.193942,0.192673,0.188162,0.187743,0.185815,0.187798,0.185815,0.186462,,,,,,,,,,,
195.933333,0.198453,0.198453,0.198453,0.198453,0.198453,0.198453,0.198453,0.198453,0.185815,0.186462,,,,,,,,,,,
196,0.201043,0.198453,0.198453,0.198453,0.198453,0.198453,0.198453,0.198453,0.185815,0.186462,,,,,,,,,,,
196.066667,0.203026,0.198453,0.198453,0.198453,0.198453,0.198453,0.198453,0.198453,0.185815,0.186462,,,,,,,,,,,
196.133333,0.205793,0.205793,0.198453,0.198453,0.198453,0.198453,0.198453,0.198453,0.185815,0.186462,,,,,,,,,,,
196.2,0.20899,0.205793,0.198453,0.198453,0.198453,0.198453,0.198453,0.198453,0.185815,0.186462,,,,,,,,,,,
196.266667,0.210527,0.205793,0.210527,0.198453,0.198453,0.198453,0.198453,0.198453,0.185815,0.186462,,,,,,,,,,,
196.333333,0.214555,0.214555,0.210527,0.198453,0.198453,0.198453,0.198453,0.198453,0.185815,0.186462,,,,,,,,,,,
196.4,0.219657,0.214555,0.210527,0.219657,0.198453,0.198453,0.198453,0.198453,0.185815,0.186462,,,,,,,,,,,
196.466667,0.221511,0.214555,0.210527,0.219657,0.198453,0.198453,0.198453,0.198453,0.185815,0.186462,,,,,,,,,,,
196.533333,0.226115,0.226115,0.210527,0.219657,0.198453,0.198453,0.198453,0.198453,0.185815,0.186462,,,,,,,,,,,
196.6,0.230767,0.226115,0.230767,0.219657,0.230767,0.198453,0.198453,0.198453,0.185815,0.230767,,,,,,,,,,,
196.666667,0.23329,0.226115,0.230767,0.219657,0.230767,0.198453,0.198453,0.198453,0.185815,0.230767,,,,,,,,,,,
196.733333,0.23853,0.23853,0.230767,0.219657,0.230767,0.198453,0.198453,0.198453,0.185815,0.230767,,,,,,,,,,,
196.8,0.241618,0.23853,0.230767,0.219657,0.230767,0.198453,0.198453,0.198453,0.185815,0.230767,,,,,,,,,,,
196.866667,0.243146,0.23853,0.230767,0.243146,0.230767,0.198453,0.198453,0.198453,0.185815,0.230767,,,,,,,,,,,
196.933333,0.24808,0.24808,0.24808,0.243146,0.230767,0.24808,0.198453,0.198453,0.185815,0.230767,,,,,,,,,,,
197,0.253723,0.24808,0.24808,0.243146,0.230767,0.24808,0.198453,0.198453,0.185815,0.230767,,,,,,,,,,,
197.066667,0.256536,0.24808,0.24808,0.243146,0.230767,0.24808,0.198453,0.198453,0.185815,0.230767,,,,,,,,,,,
197.133333,0.265408,0.265408,0.24808,0.243146,0.230767,0.24808,0.198453,0.198453,0.185815,0.230767,,,,,,,,,,,
197.2,0.27211,0.265408,0.24808,0.243146,0.230767,0.24808,0.198453,0.198453,0.185815,0.230767,,,,,,,,,,,
197.266667,0.280547,0.265408,0.280547,0.243146,0.280547,0.24808,0.280547,0.198453,0.280547,0.230767,,,,,,,,,,,
197.333333,0.29891,0.29891,0.280547,0.29891,0.280547,0.24808,0.280547,0.198453,0.280547,0.230767,,,,,,,,,,,
197.4,0.305082,0.29891,0.280547,0.29891,0.280547,0.24808,0.280547,0.198453,0.280547,0.230767,,,,,,,,,,,
197.466667,0.307911,0.29891,0.280547,0.29891,0.280547,0.24808,0.280547,0.198453,0.280547,0.230767,,,,,,,,,,,
197.533333,0.318022,0.318022,0.280547,0.29891,0.280547,0.24808,0.280547,0.198453,0.280547,0.230767,,,,,,,,,,,
197.6,0.325675,0.318022,0.325675,0.29891,0.280547,0.24808,0.280547,0.198453,0.280547,0.230767,,,,,,,,,,,
197.666667,0.329104,0.318022,0.325675,0.29891,0.280547,0.24808,0.280547,0.198453,0.280547,0.230767,,,,,,,,,,,
197.733333,0.337866,0.337866,0.325675,0.29891,0.280547,0.24808,0.280547,0.198453,0.280547,0.230767,,,,,,,,,,,
197.8,0.35764,0.337866,0.325675,0.35764,0.280547,0.24808,0.280547,0.198453,0.280547,0.230767,,,,,,,,,,,
197.866667,0.364796,0.337866,0.325675,0.35764,0.280547,0.24808,0.280547,0.198453,0.280547,0.230767,,,,,,,,,,,
197.933333,0.375427,0.375427,0.375427,0.35764,0.375427,0.375427,0.280547,0.375427,0.280547,0.230767,,,,,,,,,,,
198,0.383692,0.375427,0.375427,0.35764,0.375427,0.375427,0.280547,0.375427,0.280547,0.230767,,,,,,,,,,,
198.066667,0.388872,0.375427,0.375427,0.35764,0.375427,0.375427,0.280547,0.375427,0.280547,0.230767,,,,,,,,,,,
198.133333,0.406879,0.406879,0.375427,0.35764,0.375427,0.375427,0.280547,0.375427,0.280547,0.230767,,,,,,,,,,,
198.2,0.426273,0.406879,0.375427,0.35764,0.375427,0.375427,0.280547,0.375427,0.280547,0.230767,,,,,,,,,,,
198.266667,0.438284,0.406879,0.438284,0.438284,0.375427,0.375427,0.280547,0.375427,0.280547,0.230767,,,,,,,,,,,
198.333333,0.451321,0.451321,0.438284,0.438284,0.375427,0.375427,0.280547,0.375427,0.280547,0.230767,,,,,,,,,,,
198.4,0.468658,0.451321,0.438284,0.438284,0.375427,0.375427,0.280547,0.375427,0.280547,0.230767,,,,,,,,,,,
198.466667,0.476919,0.451321,0.438284,0.438284,0.375427,0.375427,0.280547,0.375427,0.280547,0.230767,,,,,,,,,,,
198.533333,0.483694,0.483694,0.438284,0.438284,0.375427,0.375427,0.280547,0.375427,0.280547,0.230767,,,,,,,,,,,
198.6,0.489494,0.483694,0.489494,0.438284,0.489494,0.375427,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
198.666667,0.495885,0.483694,0.489494,0.438284,0.489494,0.375427,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
198.733333,0.526918,0.526918,0.489494,0.526918,0.489494,0.375427,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
198.8,0.58914,0.526918,0.489494,0.526918,0.489494,0.375427,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
198.866667,0.625768,0.526918,0.489494,0.526918,0.489494,0.375427,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
198.933333,0.652404,0.652404,0.652404,0.526918,0.489494,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199,0.808374,0.652404,0.652404,0.526918,0.489494,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.066667,0.808095,0.652404,0.652404,0.526918,0.489494,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.133333,0.81241,0.81241,0.652404,0.526918,0.489494,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.2,0.817285,0.81241,0.652404,0.817285,0.489494,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.266667,0.83314,0.81241,0.83314,0.817285,0.83314,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.333333,0.859619,0.859619,0.83314,0.817285,0.83314,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.4,0.872825,0.859619,0.83314,0.817285,0.83314,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.466667,0.887277,0.859619,0.83314,0.817285,0.83314,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.533333,0.898826,0.898826,0.83314,0.817285,0.83314,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.6,0.907345,0.898826,0.907345,0.817285,0.83314,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.666667,0.910743,0.898826,0.907345,0.910743,0.83314,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.733333,0.914207,0.914207,0.907345,0.910743,0.83314,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.8,0.920081,0.914207,0.907345,0.910743,0.83314,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.866667,0.92989,0.914207,0.907345,0.910743,0.83314,0.652404,0.489494,0.375427,0.280547,0.230767,,,,,,,,,,,
199.933333,0.934702,0.934702,0.934702,0.910743,0.934702,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200,0.939867,0.934702,0.934702,0.910743,0.934702,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.066667,0.943907,0.934702,0.934702,0.910743,0.934702,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.133333,0.9456,0.9456,0.934702,0.9456,0.934702,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.2,0.947336,0.9456,0.934702,0.9456,0.934702,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.266667,0.947548,0.9456,0.947548,0.9456,0.934702,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.333333,0.948422,0.948422,0.947548,0.9456,0.934702,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.4,0.948504,0.948422,0.947548,0.9456,0.934702,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.466667,0.949002,0.948422,0.947548,0.9456,0.934702,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.533333,0.948982,0.948982,0.947548,0.9456,0.934702,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.6,0.948692,0.948982,0.948692,0.948692,0.948692,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.666667,0.960233,0.948982,0.948692,0.948692,0.948692,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.733333,0.959088,0.959088,0.948692,0.948692,0.948692,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.8,0.957776,0.959088,0.948692,0.948692,0.948692,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.866667,0.957152,0.959088,0.948692,0.948692,0.948692,0.934702,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
200.933333,0.956353,0.956353,0.956353,0.948692,0.948692,0.956353,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
201,0.955056,0.956353,0.956353,0.948692,0.948692,0.956353,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
201.066667,0.955746,0.956353,0.956353,0.955746,0.948692,0.956353,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
201.133333,0.954264,0.954264,0.956353,0.955746,0.948692,0.956353,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
201.2,0.953336,0.954264,0.956353,0.955746,0.948692,0.956353,0.934702,0.934702,0.934702,0.934702,,,,,,,,,,,
201.266667,0.953422,0.954264,0.953422,0.955746,0.953422,0.956353,0.953422,0.934702,0.934702,0.934702,,,,,,,,,,,
201.333333,0.952281,0.952281,0.953422,0.955746,0.953422,0.956353,0.953422,0.934702,0.934702,0.934702,,,,,,,,,,,
201.4,0.951137,0.952281,0.953422,0.955746,0.953422,0.956353,0.953422,0.934702,0.934702,0.934702,,,,,,,,,,,
201.466667,0.950616,0.952281,0.953422,0.955746,0.953422,0.956353,0.953422,0.934702,0.934702,0.934702,,,,,,,,,,,
201.533333,0.950495,0.950495,0.953422,0.950495,0.953422,0.956353,0.953422,0.934702,0.934702,0.934702,,,,,,,,,,,
201.6,0.949683,0.950495,0.949683,0.950495,0.953422,0.956353,0.953422,0.934702,0.934702,0.934702,,,,,,,,,,,
201.666667,0.94868,0.950495,0.949683,0.950495,0.953422,0.956353,0.953422,0.934702,0.934702,0.934702,,,,,,,,,,,
201.733333,0.948175,0.948175,0.949683,0.950495,0.953422,0.956353,0.953422,0.934702,0.934702,0.934702,,,,,,,,,,,
201.8,0.948151,0.948175,0.949683,0.950495,0.953422,0.956353,0.953422,0.934702,0.934702,0.934702,,,,,,,,,,,
201.866667,0.947955,0.948175,0.949683,0.950495,0.953422,0.956353,0.953422,0.934702,0.934702,0.934702,,,,,,,,,,,
201.933333,0.947987,0.947987,0.947987,0.950495,0.947987,0.947987,0.953422,0.947987,0.934702,0.934702,,,,,,,,,,,
202,0.947736,0.947987,0.947987,0.947736,0.947987,0.947987,0.953422,0.947987,0.934702,0.934702,,,,,,,,,,,
202.066667,0.947661,0.947987,0.947987,0.947736,0.947987,0.947987,0.953422,0.947987,0.934702,0.934702,,,,,,,,,,,
202.133333,0.947575,0.947575,0.947987,0.947736,0.947987,0.947987,0.953422,0.947987,0.934702,0.934702,,,,,,,,,,,
202.2,0.947407,0.947575,0.947987,0.947736,0.947987,0.947987,0.953422,0.947987,0.934702,0.934702,,,,,,,,,,,
202.266667,0.94705,0.947575,0.94705,0.947736,0.947987,0.947987,0.953422,0.947987,0.934702,0.934702,,,,,,,,,,,
202.333333,0.947673,0.947673,0.94705,0.947736,0.947987,0.947987,0.953422,0.947987,0.934702,0.934702,,,,,,,,,,,
202.4,0.947026,0.947673,0.94705,0.947736,0.947987,0.947987,0.953422,0.947987,0.934702,0.934702,,,,,,,,,,,
202.466667,0.946254,0.947673,0.94705,0.946254,0.947987,0.947987,0.953422,0.947987,0.934702,0.934702,,,,,,,,,,,
202.533333,0.94716,0.94716,0.94705,0.946254,0.947987,0.947987,0.953422,0.947987,0.934702,0.934702,,,,,,,,,,,
202.6,0.947222,0.94716,0.947222,0.946254,0.947222,0.947987,0.947222,0.947987,0.947222,0.934702,,,,,,,,,,,
202.666667,0.946505,0.94716,0.947222,0.946254,0.947222,0.947987,0.947222,0.947987,0.947222,0.934702,,,,,,,,,,,
202.733333,0.947105,0.947105,0.947222,0.946254,0.947222,0.947987,0.947222,0.947987,0.947222,0.934702,,,,,,,,,,,
202.8,0.946537,0.947105,0.947222,0.946254,0.947222,0.947987,0.947222,0.947987,0.947222,0.934702,,,,,,,,,,,
202.866667,0.946576,0.947105,0.947222,0.946254,0.947222,0.947987,0.947222,0.947987,0.947222,0.934702,,,,,,,,,,,
202.933333,0.946113,0.946113,0.946113,0.946113,0.947222,0.946113,0.947222,0.947987,0.947222,0.934702,,,,,,,,,,,
203,0.945749,0.946113,0.946113,0.946113,0.947222,0.946113,0.947222,0.947987,0.947222,0.934702,,,,,,,,,,,
203.066667,0.945745,0.946113,0.946113,0.946113,0.947222,0.946113,0.947222,0.947987,0.947222,0.934702,,,,,,,,,,,
203.133333,0.944891,0.944891,0.946113,0.946113,0.947222,0.946113,0.947222,0.947987,0.947222,0.934702,,,,,,,,,,,
203.2,0.944291,0.944891,0.946113,0.946113,0.947222,0.946113,0.947222,0.947987,0.947222,0.934702,,,,,,,,,,,
203.266667,0.94435,0.944891,0.94435,0.946113,0.94435,0.946113,0.947222,0.947987,0.947222,0.94435,,,,,,,,,,,
203.333333,0.944499,0.944499,0.94435,0.946113,0.94435,0.946113,0.947222,0.947987,0.947222,0.94435,,,,,,,,,,,
203.4,0.943935,0.944499,0.94435,0.943935,0.94435,0.946113,0.947222,0.947987,0.947222,0.94435,,,,,,,,,,,
203.466667,0.943778,0.944499,0.94435,0.943935,0.94435,0.946113,0.947222,0.947987,0.947222,0.94435,,,,,,,,,,,
203.533333,0.944001,0.944001,0.94435,0.943935,0.94435,0.946113,0.947222,0.947987,0.947222,0.94435,,,,,,,,,,,
203.6,0.943982,0.944001,0.943982,0.943935,0.94435,0.946113,0.947222,0.947987,0.947222,0.94435,,,,,,,,,,,
203.666667,0.943308,0.944001,0.943982,0.943935,0.94435,0.946113,0.947222,0.947987,0.947222,0.94435,,,,,,,,,,,
203.733333,0.942606,0.942606,0.943982,0.943935,0.94435,0.946113,0.947222,0.947987,0.947222,0.94435,,,,,,,,,,,
203.8,0.941971,0.942606,0.943982,0.943935,0.94435,0.946113,0.947222,0.947987,0.947222,0.94435,,,,,,,,,,,
203.866667,0.941666,0.942606,0.943982,0.941666,0.94435,0.946113,0.947222,0.947987,0.947222,0.94435,,,,,,,,,,,
203.933333,0.941117,0.941117,0.941117,0.941666,0.941117,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204,0.938848,0.941117,0.941117,0.941666,0.941117,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.066667,0.939514,0.941117,0.941117,0.941666,0.941117,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.133333,0.939357,0.939357,0.941117,0.941666,0.941117,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.2,0.93866,0.939357,0.941117,0.941666,0.941117,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.266667,0.93855,0.939357,0.93855,0.941666,0.941117,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.333333,0.937488,0.937488,0.93855,0.937488,0.941117,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.4,0.937265,0.937488,0.93855,0.937488,0.941117,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.466667,0.936885,0.937488,0.93855,0.937488,0.941117,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.533333,0.936579,0.936579,0.93855,0.937488,0.941117,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.6,0.937002,0.936579,0.937002,0.937488,0.937002,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.666667,0.937104,0.936579,0.937002,0.937488,0.937002,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.733333,0.936916,0.936916,0.937002,0.937488,0.937002,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.8,0.936885,0.936916,0.937002,0.936885,0.937002,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.866667,0.936979,0.936916,0.937002,0.936885,0.937002,0.941117,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
204.933333,0.936074,0.936074,0.936074,0.936885,0.937002,0.936074,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
205,0.935772,0.936074,0.936074,0.936885,0.937002,0.936074,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
205.066667,0.935388,0.936074,0.936074,0.936885,0.937002,0.936074,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
205.133333,0.934455,0.934455,0.936074,0.936885,0.937002,0.936074,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
205.2,0.93442,0.934455,0.936074,0.936885,0.937002,0.936074,0.941117,0.941117,0.947222,0.94435,,,,,,,,,,,
205.266667,0.934612,0.934455,0.934612,0.934612,0.934612,0.936074,0.934612,0.941117,0.934612,0.94435,,,,,,,,,,,
205.333333,0.934314,0.934314,0.934612,0.934612,0.934612,0.936074,0.934612,0.941117,0.934612,0.94435,,,,,,,,,,,
205.4,0.934455,0.934314,0.934612,0.934612,0.934612,0.936074,0.934612,0.941117,0.934612,0.94435,,,,,,,,,,,
205.466667,0.934502,0.934314,0.934612,0.934612,0.934612,0.936074,0.934612,0.941117,0.934612,0.94435,,,,,,,,,,,
205.533333,0.934122,0.934122,0.934612,0.934612,0.934612,0.936074,0.934612,0.941117,0.934612,0.94435,,,,,,,,,,,
205.6,0.934197,0.934122,0.934197,0.934612,0.934612,0.936074,0.934612,0.941117,0.934612,0.94435,,,,,,,,,,,
205.666667,0.93297,0.934122,0.934197,0.934612,0.934612,0.936074,0.934612,0.941117,0.934612,0.94435,,,,,,,,,,,
205.733333,0.931728,0.931728,0.934197,0.931728,0.934612,0.936074,0.934612,0.941117,0.934612,0.94435,,,,,,,,,,,
205.8,0.931301,0.931728,0.934197,0.931728,0.934612,0.936074,0.934612,0.941117,0.934612,0.94435,,,,,,,,,,,
205.866667,0.931269,0.931728,0.934197,0.931728,0.934612,0.936074,0.934612,0.941117,0.934612,0.94435,,,,,,,,,,,
205.933333,0.930505,0.930505,0.930505,0.931728,0.930505,0.930505,0.934612,0.930505,0.934612,0.94435,,,,,,,,,,,
206,0.930219,0.930505,0.930505,0.931728,0.930505,0.930505,0.934612,0.930505,0.934612,0.94435,,,,,,,,,,,
206.066667,0.930297,0.930505,0.930505,0.931728,0.930505,0.930505,0.934612,0.930505,0.934612,0.94435,,,,,,,,,,,
206.133333,0.929369,0.929369,0.930505,0.931728,0.930505,0.930505,0.934612,0.930505,0.934612,0.94435,,,,,,,,,,,
206.2,0.928898,0.929369,0.930505,0.928898,0.930505,0.930505,0.934612,0.930505,0.934612,0.94435,,,,,,,,,,,
206.266667,0.928734,0.929369,0.928734,0.928898,0.930505,0.930505,0.934612,0.930505,0.934612,0.94435,,,,,,,,,,,
206.333333,0.927652,0.927652,0.928734,0.928898,0.930505,0.930505,0.934612,0.930505,0.934612,0.94435,,,,,,,,,,,
206.4,0.927057,0.927652,0.928734,0.928898,0.930505,0.930505,0.934612,0.930505,0.934612,0.94435,,,,,,,,,,,
206.466667,0.92677,0.927652,0.928734,0.928898,0.930505,0.930505,0.934612,0.930505,0.934612,0.94435,,,,,,,,,,,
206.533333,0.926625,0.926625,0.928734,0.928898,0.930505,0.930505,0.934612,0.930505,0.934612,0.94435,,,,,,,,,,,
206.6,0.925728,0.926625,0.925728,0.928898,0.925728,0.930505,0.925728,0.930505,0.934612,0.925728,,,,,,,,,,,
206.666667,0.925501,0.926625,0.925728,0.925501,0.925728,0.930505,0.925728,0.930505,0.934612,0.925728,,,,,,,,,,,
206.733333,0.9261,0.9261,0.925728,0.925501,0.925728,0.930505,0.925728,0.930505,0.934612,0.925728,,,,,,,,,,,
206.8,0.926241,0.9261,0.925728,0.925501,0.925728,0.930505,0.925728,0.930505,0.934612,0.925728,,,,,,,,,,,
206.866667,0.926269,0.9261,0.925728,0.925501,0.925728,0.930505,0.925728,0.930505,0.934612,0.925728,,,,,,,,,,,
206.933333,0.926908,0.926908,0.926908,0.925501,0.925728,0.926908,0.925728,0.930505,0.934612,0.925728,,,,,,,,,,,
